[6.239923733837973e-07, 2.618036256054472e-05, 5.622920654993114e-06, 6.360683728048417e-06, 3.725277671098485e-05, 8.600334765715839e-06, 2.2247020692539416e-06, 4.335359708532911e-06, 1.3716723011180491e-05, 1.347629753085216e-05, 9.77707795843918e-06, 3.744148521758359e-06, 3.319741369672214e-06, 9.408015934670378e-07, 7.876415154662676e-06, 8.193810105908572e-06, 1.311211485874265e-05, 2.5512520826037474e-06, 2.3594679328921092e-06, 7.670560882943476e-07, 1.0424529872952177e-06, 4.139821923517915e-06, 2.791465517833103e-06, 2.441474342691298e-06, 4.9977691495615266e-06, 1.7036838194837022e-05, 3.5125459457197027e-06, 2.540040061986974e-06, 5.552178102641476e-07, 1.3326408523707882e-06, 4.445850408005382e-06, 6.230305718396653e-06, 6.993888936123501e-06, 2.3524037145104755e-05, 2.2790548664221095e-05, 2.0241332452040697e-07, 2.756643111698073e-06, 3.858441881522275e-06, 6.205786747671718e-06, 2.2879139017411874e-06]
[6.669194374336529e-07, 2.6386587688743527e-05, 5.201444773039382e-06, 6.097294740048614e-06, 2.6507941637124054e-05, 9.491139875563695e-06, 2.223119710430122e-06, 4.66382215557605e-06, 1.4918579586663162e-05, 1.0510934569550532e-05, 9.243268023616621e-06, 3.846633129185268e-06, 3.435837027240501e-06, 9.806483768701166e-07, 8.032204834015172e-06, 8.478792477118164e-06, 1.3059706961296756e-05, 2.436356439888467e-06, 2.442150701681994e-06, 7.926817598249443e-07, 9.433229511942091e-07, 3.247863617765748e-06, 2.3485481348146127e-06, 2.591104506340096e-06, 4.421496064056015e-06, 1.7657030211966078e-05, 3.4851272234735986e-06, 2.6999206360759993e-06, 5.972465052461539e-07, 1.2033207647826584e-06, 5.081935175103419e-06, 6.83570337253655e-06, 7.470604209992569e-06, 2.212469231640529e-05, 2.38486286648223e-05, 2.210707217694814e-07, 2.4524187425178417e-06, 3.5970655826086013e-06, 6.4764224749567664e-06, 2.602873291921349e-06]
[5.496777720141701e-07, 2.7597205849590212e-05, 4.864679456222647e-06, 5.724398558923479e-06, 1.5981448645241815e-05, 9.7199473843636e-06, 2.153037827609574e-06, 4.585324254501321e-06, 1.488211764123082e-05, 8.034442941875867e-06, 8.23677749429011e-06, 3.530459826854402e-06, 3.3314208078029383e-06, 9.355300613829671e-07, 8.108812799858446e-06, 7.868852781224168e-06, 1.274884525273618e-05, 2.349584513659184e-06, 2.4550679935576728e-06, 8.282121830695513e-07, 9.48043983598745e-07, 2.265438342649948e-06, 2.2079157290641643e-06, 2.7230385051093937e-06, 3.991229367859265e-06, 1.785745741326786e-05, 3.6873265642636416e-06, 2.6349450265269104e-06, 6.253179335629635e-07, 1.2374853044400714e-06, 5.4844391099195075e-06, 7.19226445608563e-06, 7.20338697765078e-06, 1.808357797863836e-05, 2.2400514332891428e-05, 2.2608947665172008e-07, 2.1903675932314732e-06, 3.39297797791043e-06, 6.772033775807166e-06, 2.7580836484363332e-06]
[4.857428209872255e-07, 2.2451876219627463e-05, 4.1224778810728275e-06, 4.796296428194915e-06, 1.2205900046299725e-05, 8.426852489723656e-06, 1.7481312769674209e-06, 3.688259227495929e-06, 1.2379651488020167e-05, 6.5441257597967e-06, 7.103608365429026e-06, 3.0273760273530903e-06, 2.999895108123145e-06, 7.785824679811046e-07, 6.06408252152823e-06, 5.758067728948828e-06, 1.0307922143504453e-05, 1.7619686983815132e-06, 1.8398006463721763e-06, 6.553782609966982e-07, 7.084208640998067e-07, 1.6351228697348308e-06, 1.882548365377987e-06, 2.3148423338005046e-06, 2.9830336133703045e-06, 1.4431335011796742e-05, 3.2027723491167788e-06, 2.3295633116152044e-06, 5.584772653533954e-07, 1.0749946349177222e-06, 4.821457149217069e-06, 6.0696905253388444e-06, 6.059849304637051e-06, 1.405976624548113e-05, 1.7273514056504905e-05, 1.7556962036866704e-07, 1.8659265054911575e-06, 2.9732083290577344e-06, 5.909993752787269e-06, 2.3716923994931266e-06]
[4.815555627073387e-07, 2.3110136845110795e-05, 4.081249562817484e-06, 4.883715838793067e-06, 1.1791946902886422e-05, 8.832752396070898e-06, 1.8394663201843664e-06, 3.6758406015723235e-06, 1.2134733661127992e-05, 6.71624162742556e-06, 7.128409770929319e-06, 2.9329790825532165e-06, 2.9498029458201677e-06, 7.957018427552734e-07, 5.839167044947366e-06, 5.315005691366187e-06, 1.0387425205875769e-05, 1.4401011077506024e-06, 1.7242748108567063e-06, 6.521231531906403e-07, 6.536687718601616e-07, 1.5480485132364007e-06, 1.7337175395031255e-06, 2.293771431088384e-06, 2.6271379167719817e-06, 1.3413197383660959e-05, 2.938519858158135e-06, 2.076741470684396e-06, 5.54389025724043e-07, 9.581480481915866e-07, 4.308739287875529e-06, 5.916397082058372e-06, 6.055915869237782e-06, 1.299227131459054e-05, 1.5815933519293775e-05, 1.6010842135269903e-07, 1.747845745334145e-06, 2.796135169052247e-06, 5.523887759182414e-06, 2.377713772500633e-06]
[5.489066345153477e-07, 2.755893465223572e-05, 5.221941612581673e-06, 6.392871916681099e-06, 1.4533592584354995e-05, 1.095593401187064e-05, 2.323922838497166e-06, 4.863070580418891e-06, 1.5288912370144407e-05, 8.614871355411447e-06, 8.780258431203557e-06, 3.802650737553964e-06, 3.74137329405757e-06, 1.0004421794374724e-06, 7.307413499781878e-06, 7.104840139999054e-06, 1.2851018012774363e-05, 1.7258900135783235e-06, 2.3098126576482457e-06, 8.335959011589421e-07, 8.377377707240654e-07, 1.9566056811058654e-06, 2.177558546321906e-06, 3.0422110025573097e-06, 3.154045856311825e-06, 1.698384938989087e-05, 3.845071339708396e-06, 2.661375247019983e-06, 7.025976557452027e-07, 1.2107512226006677e-06, 5.02672778500499e-06, 7.272024239211571e-06, 7.5830724113781e-06, 1.7560824761812026e-05, 1.9568746169626083e-05, 1.984550046249329e-07, 2.202828937387582e-06, 3.3685290957753695e-06, 7.451561393696249e-06, 3.142014887384576e-06]
[6.066923792622477e-07, 3.150058991614368e-05, 5.776176027001316e-06, 7.092669033842765e-06, 1.515071887444735e-05, 1.136955611647615e-05, 2.4955240983854377e-06, 5.08346691559675e-06, 1.705056804937484e-05, 9.853058201345114e-06, 9.495659587301011e-06, 4.210826211626873e-06, 4.116313027781674e-06, 1.073506891697527e-06, 7.431205397180358e-06, 7.918918914765079e-06, 1.3580974759186645e-05, 1.8396212209106507e-06, 2.52337428127826e-06, 9.598999690947331e-07, 9.078252989831949e-07, 2.1553612243177264e-06, 2.4992757207206492e-06, 3.635622996963173e-06, 3.3334266249352833e-06, 1.9441209988892986e-05, 4.436874206275259e-06, 3.014631901489692e-06, 7.350641774485952e-07, 1.2198294195987634e-06, 5.397163082534668e-06, 7.442539699009884e-06, 7.747654724787815e-06, 1.945485719160012e-05, 2.155835384364371e-05, 2.3205122199910673e-07, 2.489064309411877e-06, 3.4885580070232186e-06, 8.417821976557616e-06, 3.638573108420924e-06]
[6.911429447345378e-07, 4.140456910742778e-05, 7.802254175568206e-06, 9.844770402149944e-06, 1.9831115643753207e-05, 1.5598579342062566e-05, 3.1259392712365893e-06, 6.9159786931394056e-06, 2.155826730840603e-05, 1.1736929062364961e-05, 1.1421352745555131e-05, 5.536478707910496e-06, 5.388552706287549e-06, 1.375687670302321e-06, 8.72612165596284e-06, 8.635718318508143e-06, 1.736189417045202e-05, 2.2357384281437018e-06, 3.3568193918156274e-06, 1.2864406246225136e-06, 1.1625455616776798e-06, 2.59292135146811e-06, 3.1238532323133273e-06, 4.903217238745069e-06, 4.068307300790065e-06, 2.5129859277107583e-05, 5.708925570504233e-06, 3.954039341267119e-06, 9.215991569004564e-07, 1.5183881005912063e-06, 6.543522968323395e-06, 9.309814676574616e-06, 9.472920118305676e-06, 2.2518749503881732e-05, 2.529252341472991e-05, 2.98803408243597e-07, 3.2593447426979045e-06, 4.0647382554655215e-06, 1.043214391688952e-05, 4.635931022102792e-06]
[6.327842987005797e-07, 4.122606398061689e-05, 7.204640803000117e-06, 1.0402599523389535e-05, 1.9560317436762805e-05, 1.6011546465618673e-05, 3.152023899509754e-06, 6.85690218199209e-06, 2.101864914939057e-05, 1.0536036481447768e-05, 1.1013953613653108e-05, 5.484532270397622e-06, 5.068022893739775e-06, 1.4654479476281903e-06, 7.1833535128922845e-06, 8.15637015534437e-06, 1.6942248231612198e-05, 2.230009028127947e-06, 3.594973578746924e-06, 1.3237969436494896e-06, 1.1872435703053083e-06, 2.548367381476264e-06, 3.2399909588970417e-06, 4.947845137764982e-06, 4.106801240902986e-06, 2.5250140453857373e-05, 6.047644803558517e-06, 4.360770897437033e-06, 1.031896668738801e-06, 1.50847837073673e-06, 6.5184234006085105e-06, 1.0138110037221707e-05, 8.67527729134297e-06, 1.7364858327829288e-05, 2.2198528269970147e-05, 2.971407052746778e-07, 3.439991722402417e-06, 3.8010846381564735e-06, 1.0691042512994766e-05, 4.791144067298749e-06]
[5.403964212205079e-07, 3.41091324895325e-05, 6.3552203585801e-06, 1.0778759433501519e-05, 1.4587466825492021e-05, 1.5282017099508296e-05, 3.0534544088249278e-06, 6.971807072758448e-06, 2.133899645627562e-05, 9.214081522404928e-06, 1.1480627342325349e-05, 5.517807709160708e-06, 4.6470262444285585e-06, 1.4941627188893802e-06, 5.962575645429589e-06, 5.274033279327621e-06, 1.3974947991517762e-05, 1.9065075297124752e-06, 3.7518883428615383e-06, 1.3808757313167e-06, 1.1539168476894572e-06, 2.216615409564259e-06, 3.3703351301941843e-06, 4.67395689799123e-06, 3.835431886106736e-06, 2.495258773561089e-05, 6.7612714679161634e-06, 4.427075479217955e-06, 1.0150103512119319e-06, 1.4999669598376192e-06, 7.263543000439514e-06, 1.1414350872115165e-05, 8.337663256513122e-06, 1.5437156840554593e-05, 2.1018798161686362e-05, 3.192396067186785e-07, 3.87358867302457e-06, 4.126167287986885e-06, 1.11198015866646e-05, 5.096488284866386e-06]
